Date,Open,High,Low,Close,Adj Close,Volume
2019-10-17,75.570000,75.860001,75.099998,75.379997,72.651833,340900
2019-10-18,75.230003,75.779999,74.849998,74.849998,72.141022,193500
2019-10-21,75.000000,76.239998,74.889999,76.209999,73.451797,716200
2019-10-22,76.410004,78.050003,76.139999,77.190002,74.396339,401900
2019-10-23,77.029999,78.040001,76.629997,77.879997,75.061356,240100
2019-10-24,78.199997,78.370003,77.050003,77.459999,74.656563,200700
2019-10-25,77.470001,78.309998,77.349998,78.180000,75.350502,238500
2019-10-28,78.370003,78.879997,77.580002,77.699997,74.887871,235200
2019-10-29,77.309998,78.680000,77.089996,78.000000,75.177017,177200
2019-10-30,78.220001,78.220001,76.110001,76.349998,73.586731,258100
2019-10-31,76.089996,76.120003,75.230003,75.970001,73.220490,451000
2019-11-01,76.440002,77.989998,76.239998,77.870003,75.051727,289800
2019-11-04,78.730003,80.660004,78.660004,80.430000,77.519066,613300
2019-11-05,80.680000,81.290001,80.279999,80.739998,77.817848,308100
2019-11-06,80.480003,80.629997,78.629997,78.820000,75.967339,355000
2019-11-07,79.680000,80.400002,79.470001,80.040001,77.143188,224300
2019-11-08,79.489998,79.800003,78.809998,79.730003,76.844406,262700
2019-11-11,78.930000,79.480003,78.610001,79.190002,76.323944,199200
2019-11-12,79.360001,79.820000,78.279999,78.739998,75.890228,204400
2019-11-13,78.269997,78.550003,77.919998,78.169998,75.340858,185700
2019-11-14,78.260002,78.660004,77.620003,77.959999,75.138466,192300
2019-11-15,78.260002,78.879997,78.199997,78.610001,75.764938,201300
2019-11-18,78.169998,78.320000,77.199997,77.510002,74.704750,380900
2019-11-19,77.239998,77.250000,76.209999,76.230003,73.471085,421400
2019-11-20,76.250000,77.599998,75.760002,76.989998,74.203568,299900
2019-11-21,77.290001,78.349998,77.059998,78.209999,75.379417,454200
2019-11-22,78.360001,78.720001,77.879997,77.980003,75.157738,431700
2019-11-25,77.940002,78.349998,77.699997,78.279999,75.446884,421900
2019-11-26,78.440002,78.440002,77.199997,77.330002,74.531273,322600
2019-11-27,77.480003,77.820000,77.010002,77.620003,74.810768,296600
2019-11-29,77.050003,77.239998,76.550003,76.790001,74.010818,144000
2019-12-02,77.089996,77.610001,76.739998,76.849998,74.068642,318300
2019-12-03,76.209999,76.410004,75.400002,75.709999,72.969902,820700
2019-12-04,76.309998,77.169998,76.160004,76.879997,74.097542,536700
2019-12-05,77.269997,77.400002,76.290001,76.570000,73.798775,520300
2019-12-06,76.809998,78.300003,76.809998,78.099998,75.273392,390900
2019-12-09,77.540001,78.449997,77.489998,78.040001,75.215569,458300
2019-12-10,78.220001,78.570000,77.910004,78.309998,75.475792,496600
2019-12-11,78.089996,78.699997,77.980003,78.139999,75.311951,377200
2019-12-12,78.250000,79.940002,78.199997,79.750000,76.863678,467200
2019-12-13,79.949997,80.489998,79.010002,79.120003,76.256477,377100
2019-12-16,78.879997,79.730003,78.879997,79.430000,77.293816,489400
2019-12-17,79.720001,80.290001,79.379997,79.720001,77.576012,521300
2019-12-18,79.589996,80.519997,79.589996,80.040001,77.887413,466300
2019-12-19,80.209999,80.349998,79.970001,80.139999,77.984718,420500
2019-12-20,80.410004,80.849998,80.190002,80.730003,78.558853,604700
2019-12-23,80.669998,81.760002,80.500000,81.730003,79.531960,464600
2019-12-24,81.760002,82.029999,81.529999,81.730003,79.531960,223800
2019-12-26,82.000000,82.330002,81.570000,81.669998,79.473572,302700
2019-12-27,81.949997,81.989998,81.199997,81.209999,79.025940,303900
2019-12-30,81.430000,81.739998,80.930000,80.980003,78.802124,510400
2019-12-31,80.550003,81.559998,80.320000,81.489998,79.298409,599500
2020-01-02,81.940002,82.290001,81.699997,82.190002,79.979584,407800
2020-01-03,83.269997,83.269997,81.690002,82.010002,79.804428,468800
2020-01-06,82.410004,83.150002,82.089996,82.779999,80.553719,779100
2020-01-07,82.470001,82.660004,81.550003,82.489998,80.271515,352400
2020-01-08,82.489998,82.489998,80.750000,80.949997,78.772926,420100
2020-01-09,80.820000,81.510002,79.860001,81.449997,79.259483,482100
2020-01-10,81.330002,81.370003,80.790001,80.839996,78.665886,432200
2020-01-13,80.800003,81.089996,80.279999,80.879997,78.704819,354900
2020-01-14,80.690002,81.000000,80.199997,80.930000,78.753471,493000
2020-01-15,80.730003,80.760002,80.089996,80.400002,78.237732,271200
2020-01-16,80.680000,81.080002,80.389999,80.440002,78.276649,605700
2020-01-17,80.550003,80.699997,79.769997,79.919998,77.770638,321300
2020-01-21,79.500000,79.589996,78.190002,78.190002,76.087166,1029800
2020-01-22,78.199997,78.300003,77.320000,77.459999,75.376793,756100
2020-01-23,76.860001,77.360001,76.000000,77.059998,74.987549,651000
2020-01-24,76.889999,76.889999,75.510002,76.120003,74.072830,619200
2020-01-27,74.559998,74.879997,73.910004,73.910004,71.922272,950500
2020-01-28,74.510002,74.830002,74.029999,74.379997,72.379623,547700
2020-01-29,74.860001,75.089996,73.510002,73.580002,71.601151,760100
2020-01-30,72.940002,74.180000,72.589996,74.050003,72.058502,2028300
2020-01-31,72.930000,73.019997,71.480003,71.870003,69.937134,927600
2020-02-03,71.790001,71.919998,70.699997,70.989998,69.080795,858800
2020-02-04,71.970001,72.480003,71.059998,71.150002,69.236496,611400
2020-02-05,72.379997,74.180000,72.250000,73.889999,71.902802,519900
2020-02-06,74.120003,74.250000,72.970001,73.059998,71.095123,552500
2020-02-07,72.489998,72.760002,72.070000,72.419998,70.472336,432500
2020-02-10,72.110001,72.139999,71.489998,71.849998,69.917671,466500
2020-02-11,72.779999,73.000000,72.400002,72.599998,70.647499,488800
2020-02-12,73.669998,74.129997,73.040001,73.650002,71.669258,1929700
2020-02-13,73.290001,73.879997,73.000000,73.339996,71.367599,955300
2020-02-14,73.660004,73.660004,72.589996,72.989998,71.027008,515800
2020-02-18,72.489998,72.599998,71.720001,72.379997,70.433411,556000
2020-02-19,72.849998,73.660004,72.500000,73.349998,71.377327,312700
2020-02-20,73.589996,74.180000,73.199997,73.370003,71.396797,487800
2020-02-21,72.769997,72.889999,71.800003,72.360001,70.413956,493600
2020-02-24,70.019997,70.040001,68.769997,68.889999,67.037277,2002000
2020-02-25,69.110001,69.190002,65.470001,65.860001,64.088760,1089500
2020-02-26,66.089996,66.389999,63.799999,63.830002,62.113358,1314700
2020-02-27,62.169998,63.259998,60.270000,60.270000,58.649101,1911600
2020-02-28,58.389999,61.139999,57.930000,61.130001,59.485973,3583400
2020-03-02,62.049999,62.810001,59.919998,62.790001,61.101326,3030800
2020-03-03,63.090000,63.860001,60.080002,60.810001,59.174580,1418100
2020-03-04,62.060001,62.150002,60.639999,62.040001,60.371498,989100
2020-03-05,60.459999,60.590000,58.740002,59.669998,58.065235,1227600
2020-03-06,57.959999,58.080002,55.310001,56.139999,54.630173,2054000
2020-03-09,45.549999,54.000000,44.919998,45.009998,43.799503,5234700
2020-03-10,47.869999,47.869999,42.939999,45.980000,45.421558,2713200
2020-03-11,44.360001,45.139999,42.610001,43.250000,42.724716,2673600
2020-03-12,40.410000,40.580002,37.880001,38.090000,37.627388,2968100
2020-03-13,41.349998,41.619999,37.130001,41.570000,41.065121,2498500
2020-03-16,36.970001,40.290001,36.000000,36.150002,35.710949,1694600
2020-03-17,36.680000,37.849998,35.160000,36.180000,35.740585,1254400
2020-03-18,34.020000,34.570000,30.100000,31.290001,30.909975,3035400
2020-03-19,31.809999,33.450001,30.030001,33.320000,32.915318,2788800
2020-03-20,34.119999,35.020000,32.360001,33.689999,33.280823,2048200
2020-03-23,33.590000,33.590000,30.840000,31.400000,31.018639,2503800
2020-03-24,34.029999,36.459999,33.820000,36.340000,35.898640,2284200
2020-03-25,36.930000,39.650002,35.400002,37.799999,37.340908,2084800
2020-03-26,38.009998,40.810001,37.799999,39.950001,39.464798,2086100
2020-03-27,38.470001,38.470001,37.070000,37.270000,36.817345,2749100
2020-03-30,36.900002,37.900002,35.599998,37.599998,37.143337,4262800
2020-03-31,38.840000,39.410000,37.490002,38.220001,37.755810,2265800
2020-04-01,37.099998,37.549999,35.889999,36.439999,35.997425,1531300
2020-04-02,38.330002,41.669998,37.200001,39.639999,39.158562,2156300
2020-04-03,40.970001,41.169998,38.130001,39.180000,38.704147,1107200
2020-04-06,40.070000,41.520000,39.599998,41.220001,40.719372,1482900
2020-04-07,43.240002,44.439999,42.009998,42.009998,41.499775,2426200
2020-04-08,43.060001,45.020000,42.630001,44.860001,44.315163,1830000
2020-04-09,46.630001,47.939999,42.919998,44.660000,44.117592,3359100
2020-04-13,46.540001,46.540001,43.799999,44.529999,43.989170,2038400
2020-04-14,44.790001,45.310001,44.060001,44.360001,43.821236,1740100
2020-04-15,42.470001,42.799999,41.060001,42.340000,41.825768,1394400
2020-04-16,42.470001,42.470001,40.580002,40.650002,40.156296,1450700
2020-04-17,41.549999,44.889999,41.520000,44.759998,44.216377,1870300
2020-04-20,42.189999,45.060001,42.049999,43.540001,43.011196,4538300
2020-04-21,42.310001,43.580002,41.680000,42.900002,42.378967,2528300
2020-04-22,44.830002,45.060001,43.759998,44.349998,43.811356,2719300
2020-04-23,45.720001,46.830002,45.189999,45.799999,45.243744,2551500
2020-04-24,46.730000,47.130001,45.160000,45.849998,45.293137,1893800
2020-04-27,45.669998,47.189999,44.470001,46.849998,46.280991,1585600
2020-04-28,47.689999,48.200001,46.779999,47.889999,47.308361,1717300
2020-04-29,49.360001,51.639999,49.360001,51.459999,50.835003,2350400
2020-04-30,51.880001,51.880001,49.660000,50.529999,49.916298,1697900
2020-05-01,49.580002,49.849998,47.049999,47.520000,46.942856,1922500
2020-05-04,46.840000,49.259998,46.400002,49.139999,48.543179,1411300
2020-05-05,51.360001,51.630001,48.990002,49.230000,48.632088,1521300
2020-05-06,49.590000,49.799999,47.820000,47.880001,47.298485,1474900
2020-05-07,49.220001,49.980000,48.689999,48.980000,48.385124,770400
2020-05-08,50.099998,51.270000,49.889999,51.230000,50.607796,1499900
2020-05-11,50.849998,51.080002,50.160000,50.430000,49.817513,1460800
2020-05-12,50.860001,51.000000,49.500000,49.509998,48.908684,1464500
2020-05-13,49.290001,49.290001,46.860001,47.209999,46.636620,1462500
2020-05-14,46.459999,48.139999,45.250000,47.639999,47.061398,770700
2020-05-15,47.790001,48.720001,47.119999,47.680000,47.100914,983100
2020-05-18,50.380001,51.790001,50.090000,51.509998,50.884396,2273700
2020-05-19,51.750000,51.750000,50.000000,50.049999,49.442127,1986300
2020-05-20,51.130001,52.139999,50.849998,52.009998,51.378323,1299800
2020-05-21,52.310001,52.419998,50.820000,51.220001,50.597919,1805400
2020-05-22,50.959999,51.009998,49.900002,50.970001,50.350956,812900
2020-05-26,52.560001,52.959999,52.230000,52.430000,51.793224,2076700
2020-05-27,53.230000,53.490002,51.610001,53.060001,52.415573,1259600
2020-05-28,53.139999,53.189999,51.389999,51.610001,50.983181,756800
2020-05-29,51.230000,51.770000,50.290001,51.369999,50.746098,1272300
2020-06-01,51.310001,52.560001,50.610001,52.299999,51.664803,789900
2020-06-02,52.799999,53.759998,52.770000,53.740002,53.087315,950100
2020-06-03,54.660000,55.590000,54.549999,55.389999,54.717274,1061300
2020-06-04,55.130001,55.720001,54.310001,55.529999,54.855572,933700
2020-06-05,58.279999,60.310001,58.240002,59.869999,59.142860,1477600
2020-06-08,62.470001,63.099998,60.950001,63.070000,62.303997,1502900
2020-06-09,61.070000,61.110001,59.680000,60.570000,59.834358,1521500
2020-06-10,59.869999,59.910000,57.349998,57.349998,56.653465,1905200
2020-06-11,53.160000,54.900002,51.790001,51.849998,51.220264,2147400
2020-06-12,54.169998,54.740002,51.900002,53.299999,52.652657,951100
2020-06-15,51.000000,54.169998,50.459999,53.630001,52.978649,1548100
2020-06-16,56.220001,56.220001,53.560001,55.029999,54.361645,773300
2020-06-17,54.959999,54.959999,53.130001,53.150002,52.504478,567700
2020-06-18,52.580002,54.290001,52.320000,53.680000,53.028042,1447500
2020-06-19,55.259998,55.270000,52.810001,52.860001,52.218002,581900
2020-06-22,52.119999,52.540001,51.320000,52.380001,52.380001,666900
2020-06-23,53.099998,53.279999,52.220001,52.340000,52.340000,644900
2020-06-24,51.610001,51.610001,49.070000,49.380001,49.380001,1128900
2020-06-25,49.090000,50.570000,48.680000,50.299999,50.299999,1969500
2020-06-26,50.009998,50.080002,48.270000,48.540001,48.540001,962000
2020-06-29,48.689999,49.660000,48.419998,49.220001,49.220001,633000
2020-06-30,48.849998,50.630001,48.360001,50.299999,50.299999,575500
2020-07-01,50.459999,51.189999,49.090000,49.090000,49.090000,750200
2020-07-02,50.220001,50.849998,49.599998,49.700001,49.700001,432200
2020-07-06,50.570000,51.009998,49.310001,49.930000,49.930000,1000600
2020-07-07,49.349998,49.490002,48.410000,48.459999,48.459999,501400
2020-07-08,48.540001,49.270000,48.060001,48.430000,48.430000,483600
2020-07-09,48.230000,48.419998,46.080002,46.130001,46.130001,1115500
2020-07-10,45.919998,47.549999,45.810001,47.540001,47.540001,628100
